datetime,station,pm25,pm10,no2,o3,so2,co,temperature,humidity,precipitation,wind_speed
2026-04-11 08:00:00,Quito,8.45,32.42,23.07,25.73,4.54,0.864,18.93,46.46,0.0,2.38
2026-04-11 09:00:00,Quito,16.45,52.6,14.69,35.83,4.21,0.588,19.29,42.85,0.0,1.69
2026-04-11 10:00:00,Quito,9.83,18.03,13.14,41.09,4.06,0.532,19.59,42.82,0.0,1.36
2026-04-11 11:00:00,Quito,5.91,41.05,11.92,42.02,3.51,0.565,20.7,38.03,0.0,2.01
2026-04-11 12:00:00,Quito,11.46,47.97,11.67,44.84,3.28,0.531,21.01,36.89,0.0,2.21
2026-04-11 13:00:00,Quito,4.25,41.31,10.02,48.56,3.31,0.521,22.02,34.83,0.0,2.0
2026-04-11 14:00:00,Quito,11.5,81.59,9.74,40.54,2.67,0.492,21.12,37.07,0.0,2.67
2026-04-11 15:00:00,Quito,13.17,63.75,11.2,32.44,3.06,0.534,19.37,42.39,0.0,2.7
2026-04-11 16:00:00,Quito,10.02,8.26,16.28,43.53,2.97,0.563,18.58,53.39,0.0,1.41
2026-04-11 17:00:00,Quito,8.46,21.11,19.15,39.46,2.95,0.582,18.0,57.82,0.0,2.16
2026-04-11 18:00:00,Quito,18.01,26.42,29.52,21.64,3.06,0.711,16.15,67.18,0.0,2.14
2026-04-11 19:00:00,Quito,7.46,45.05,31.0,14.59,2.99,0.803,15.49,66.32,0.0,2.0
2026-04-11 20:00:00,Quito,9.99,37.88,30.78,11.46,3.06,0.882,14.98,65.72,0.0,2.08
2026-04-11 21:00:00,Quito,10.43,26.45,26.62,13.21,3.74,0.757,14.24,67.88,0.0,2.21
2026-04-11 22:00:00,Quito,7.57,27.71,21.69,10.26,2.73,0.583,13.09,71.54,0.0,0.83
2026-04-11 23:00:00,Quito,8.11,26.43,26.14,6.46,3.27,0.869,12.19,78.23,0.0,0.62
2026-04-12 00:00:00,Quito,7.54,32.66,23.75,,3.1,,11.63,79.68,0.0,0.95
2026-04-12 01:00:00,Quito,5.46,14.87,21.11,,,,11.12,78.89,0.0,0.82
2026-04-12 02:00:00,Quito,8.98,9.38,,5.04,,,10.95,79.06,0.0,0.53
2026-04-12 03:00:00,Quito,13.08,34.63,,4.41,,0.712,10.35,85.84,0.0,0.42
2026-04-12 04:00:00,Quito,11.25,19.78,,4.2,3.08,0.631,9.72,86.18,0.0,0.93
2026-04-12 05:00:00,Quito,3.8,11.14,19.68,5.43,3.53,0.536,9.71,82.67,0.0,0.6
2026-04-12 06:00:00,Quito,3.85,52.85,18.4,6.71,3.27,0.57,10.76,78.07,0.0,0.59
2026-04-12 07:00:00,Quito,4.56,44.37,26.68,15.08,5.05,1.053,15.65,60.58,0.0,1.6
2026-04-12 08:00:00,Quito,21.1,39.11,31.86,23.51,8.1,0.983,17.42,54.24,0.0,1.81
2026-04-12 09:00:00,Quito,20.9,29.49,29.58,27.26,12.51,0.773,18.83,49.23,0.0,1.42
2026-04-12 10:00:00,Quito,11.84,27.78,21.32,40.97,10.17,0.502,19.96,43.2,0.0,1.12
2026-04-12 11:00:00,Quito,15.21,28.97,16.85,57.26,6.3,0.477,20.69,42.0,0.0,1.57
2026-04-12 12:00:00,Quito,11.98,25.97,13.43,65.29,3.63,0.575,20.89,39.6,0.0,2.0
2026-04-12 13:00:00,Quito,8.4,26.24,9.9,60.95,2.99,0.474,21.63,36.54,0.0,1.48
2026-04-12 14:00:00,Quito,10.24,54.14,7.24,59.17,2.63,0.439,21.91,33.27,0.0,1.33
2026-04-12 15:00:00,Quito,8.61,90.79,9.39,70.89,2.89,0.456,22.54,39.37,0.0,1.96
2026-04-12 16:00:00,Quito,22.9,85.24,6.64,60.27,3.51,0.427,20.96,47.86,0.0,3.74
2026-04-12 17:00:00,Quito,17.42,22.58,5.8,52.37,2.98,0.401,18.93,50.04,0.0,2.95
2026-04-12 18:00:00,Quito,11.15,49.57,16.85,34.48,3.24,0.562,17.08,56.04,0.0,2.37
2026-04-12 19:00:00,Quito,9.37,31.3,28.53,23.98,4.89,0.715,16.12,63.49,0.0,2.19
2026-04-12 20:00:00,Quito,7.68,38.07,21.1,27.03,4.05,0.625,15.22,68.87,0.0,2.29
2026-04-12 21:00:00,Quito,9.77,12.18,24.5,20.36,4.06,0.656,14.52,72.45,0.0,1.78
2026-04-12 22:00:00,Quito,4.3,3.37,24.01,17.66,3.81,0.635,13.93,75.84,0.0,0.35
2026-04-12 23:00:00,Quito,10.65,41.02,26.09,11.59,3.1,0.625,13.15,81.64,0.0,0.41
2026-04-13 00:00:00,Quito,5.32,17.15,17.5,20.25,3.04,0.485,12.88,83.35,0.0,0.25
2026-04-13 01:00:00,Quito,9.48,11.31,14.63,24.93,2.44,0.455,12.37,89.13,0.0,1.04
2026-04-13 02:00:00,Quito,9.2,18.34,11.38,25.71,2.81,0.413,12.56,87.49,0.0,0.71
2026-04-13 03:00:00,Quito,8.93,9.2,13.26,22.27,3.07,0.417,12.53,85.92,0.0,0.99
2026-04-13 04:00:00,Quito,7.01,23.61,13.51,22.29,3.08,0.406,12.62,83.72,0.0,0.95
2026-04-13 05:00:00,Quito,11.77,20.69,20.31,13.63,3.25,0.476,12.61,82.01,0.0,1.58
2026-04-13 06:00:00,Quito,6.64,38.9,21.63,13.55,3.55,0.592,13.28,74.41,0.0,1.15
2026-04-13 07:00:00,Quito,10.36,4.56,23.01,17.02,4.45,0.768,15.35,66.27,0.0,0.67
2026-04-13 08:00:00,Quito,8.79,13.02,30.18,23.32,4.54,1.11,19.06,55.49,0.0,0.81
2026-04-13 09:00:00,Quito,22.3,26.08,22.12,38.22,5.05,0.681,19.23,49.32,0.0,1.2
2026-04-13 10:00:00,Quito,10.59,45.9,22.13,42.59,6.48,0.607,20.27,43.62,0.0,1.46
2026-04-13 11:00:00,Quito,12.38,5.89,15.74,57.17,3.17,0.56,20.79,38.07,0.0,2.11
2026-04-13 12:00:00,Quito,8.61,77.11,14.42,56.83,3.02,0.536,20.78,37.61,0.0,0.72
2026-04-13 13:00:00,Quito,14.27,81.61,14.35,68.44,3.41,0.498,20.68,46.11,0.0,3.7
2026-04-13 14:00:00,Quito,9.76,89.18,12.31,65.66,3.73,0.507,21.54,43.54,0.0,4.08
2026-04-13 15:00:00,Quito,26.99,50.89,18.41,54.75,3.16,0.6,19.19,49.85,0.0,1.16
2026-04-13 16:00:00,Quito,19.88,94.13,35.15,33.51,2.96,0.812,16.01,63.26,3.2,2.16
2026-04-13 17:00:00,Quito,12.27,21.49,44.55,17.62,2.72,0.841,13.55,85.64,2.3,1.04
2026-04-13 18:00:00,Quito,5.18,15.21,44.74,11.24,2.85,1.169,13.55,85.32,0.0,0.31
2026-04-13 19:00:00,Quito,10.91,16.02,51.57,8.1,7.14,1.203,13.27,85.87,0.1,0.92
2026-04-13 20:00:00,Quito,14.89,4.55,47.37,7.54,10.35,0.922,13.37,86.55,0.0,0.67
2026-04-13 21:00:00,Quito,15.71,8.56,41.24,7.71,5.78,0.97,12.93,89.02,0.0,0.1
2026-04-13 22:00:00,Quito,26.5,15.59,43.74,8.25,3.98,0.822,12.42,93.81,0.0,0.83
2026-04-13 23:00:00,Quito,20.25,18.59,41.53,9.87,3.31,0.673,12.22,94.87,0.0,1.37
2026-04-14 00:00:00,Quito,13.82,15.21,10.65,,3.34,,12.4,88.26,0.2,0.66
2026-04-14 01:00:00,Quito,2.59,0.0,8.65,,,,12.33,86.47,0.0,0.47
2026-04-14 02:00:00,Quito,0.95,68.33,,40.23,,,11.82,86.94,0.0,0.99
2026-04-14 03:00:00,Quito,6.75,18.63,,36.18,,0.349,11.59,91.04,0.0,1.13
2026-04-14 04:00:00,Quito,1.39,0.0,,35.37,2.57,0.356,11.19,94.59,0.0,1.42
2026-04-14 05:00:00,Quito,2.67,8.42,16.18,26.95,2.94,0.468,11.24,94.69,0.0,1.48
2026-04-14 06:00:00,Quito,11.48,22.93,39.12,7.94,6.27,1.165,12.54,87.84,0.0,1.73
2026-04-14 07:00:00,Quito,21.24,45.88,34.2,18.93,5.71,1.166,15.46,70.69,0.0,2.04
2026-04-14 08:00:00,Quito,15.19,26.2,29.61,30.79,5.92,0.943,17.54,57.71,0.0,2.02
2026-04-14 09:00:00,Quito,12.67,9.53,33.18,33.7,6.75,0.91,18.22,55.45,0.0,1.93
2026-04-14 10:00:00,Quito,15.84,12.3,31.02,45.43,8.2,0.727,19.72,49.2,0.0,1.08
2026-04-14 11:00:00,Quito,17.23,9.52,36.65,54.6,7.67,0.781,20.78,46.7,0.0,1.41
2026-04-14 12:00:00,Quito,25.24,61.57,35.2,77.16,5.71,0.766,21.15,50.49,0.0,2.01
2026-04-14 13:00:00,Quito,22.79,46.1,27.44,91.4,4.08,0.75,20.38,56.31,0.0,3.2
2026-04-14 14:00:00,Quito,34.85,33.44,27.81,75.21,6.54,0.684,17.53,62.88,0.0,2.44
2026-04-14 15:00:00,Quito,13.54,29.46,40.62,40.93,4.2,0.953,15.45,65.52,0.0,1.92
2026-04-14 16:00:00,Quito,10.38,10.3,49.62,25.17,4.02,1.006,14.6,65.74,0.0,3.03
2026-04-14 17:00:00,Quito,12.2,37.05,50.34,20.82,3.59,1.086,14.92,63.69,0.0,1.47
2026-04-14 18:00:00,Quito,13.02,41.19,59.21,7.53,5.28,1.446,14.27,70.73,0.0,1.3
2026-04-14 19:00:00,Quito,23.91,44.92,54.79,6.64,4.48,1.167,13.5,78.49,0.0,0.97
2026-04-14 20:00:00,Quito,15.39,45.75,50.56,10.36,6.36,0.852,12.91,81.5,0.0,0.99
2026-04-14 21:00:00,Quito,4.45,14.27,48.74,13.87,5.03,0.754,13.57,75.94,0.0,0.49
2026-04-14 22:00:00,Quito,16.15,0.0,48.37,10.33,5.08,0.79,12.41,87.22,3.3,0.52
2026-04-14 23:00:00,Quito,16.6,26.11,51.58,7.02,8.62,0.879,12.3,90.36,0.0,0.76
2026-04-15 00:00:00,Quito,15.58,30.73,49.1,8.65,7.56,0.752,12.28,88.5,0.0,0.79
2026-04-15 01:00:00,Quito,11.37,25.16,39.95,11.54,4.87,0.542,11.85,90.87,0.0,0.24
2026-04-15 02:00:00,Quito,10.81,8.68,30.9,17.43,3.72,0.517,12.29,89.14,0.0,0.29
2026-04-15 03:00:00,Quito,10.93,11.95,31.07,19.61,4.89,0.477,12.16,87.68,0.0,0.48
2026-04-15 04:00:00,Quito,12.12,13.12,21.67,21.47,3.99,0.447,12.18,87.21,0.0,0.33
2026-04-15 05:00:00,Quito,11.42,15.73,40.9,8.78,16.47,0.513,11.9,86.68,0.6,0.56
2026-04-15 06:00:00,Quito,20.46,8.01,50.78,6.93,30.45,0.895,11.55,89.81,0.0,0.97
2026-04-15 07:00:00,Quito,28.19,14.57,46.17,10.69,22.74,1.124,12.84,86.39,0.0,0.5
2026-04-15 08:00:00,Quito,20.71,22.19,46.46,16.45,13.84,1.114,15.73,71.3,0.0,0.9
2026-04-15 09:00:00,Quito,26.94,55.93,43.64,26.13,9.55,0.994,16.48,66.39,0.0,0.36
2026-04-15 10:00:00,Quito,22.11,54.27,48.99,29.36,8.83,1.105,18.73,61.79,0.0,1.14
2026-04-15 11:00:00,Quito,38.9,26.71,43.41,59.13,5.93,0.837,19.06,59.86,0.0,1.84
2026-04-15 12:00:00,Quito,27.59,16.0,28.84,74.22,4.41,0.676,19.28,55.4,0.0,2.08
2026-04-15 13:00:00,Quito,11.38,36.58,28.28,75.97,3.62,0.729,18.92,54.56,0.0,2.11
2026-04-15 14:00:00,Quito,24.26,5.28,34.55,55.59,3.27,0.818,16.74,69.07,0.6,2.15
2026-04-15 15:00:00,Quito,12.49,5.39,41.92,49.41,3.71,0.97,16.96,70.17,0.0,1.37
2026-04-15 16:00:00,Quito,13.6,2.27,46.41,34.74,3.66,1.024,16.26,67.8,0.1,1.62
2026-04-15 17:00:00,Quito,10.53,30.21,49.26,24.42,3.88,1.104,14.96,74.07,0.0,1.7
2026-04-15 18:00:00,Quito,17.7,42.52,42.15,22.66,3.04,1.028,13.33,87.44,0.0,1.78
2026-04-15 19:00:00,Quito,8.7,28.57,38.57,23.6,2.95,0.922,12.9,90.25,0.0,1.38
2026-04-15 20:00:00,Quito,8.42,33.56,30.81,28.26,2.91,0.753,12.24,92.8,1.2,1.65
2026-04-15 21:00:00,Quito,4.3,11.48,24.02,34.66,2.6,0.623,11.92,94.84,0.5,1.21
2026-04-15 22:00:00,Quito,0.05,1.07,20.26,38.76,2.52,0.544,11.84,94.94,1.3,1.26
2026-04-15 23:00:00,Quito,5.11,26.15,13.28,50.44,2.32,0.446,11.75,95.14,2.1,0.79
2026-04-16 00:00:00,Quito,5.22,11.44,11.83,,2.44,,11.75,94.56,1.3,1.06
2026-04-16 01:00:00,Quito,4.21,1.8,19.78,,,,11.53,94.85,0.4,1.3
2026-04-16 02:00:00,Quito,7.25,23.83,,42.08,,,11.6,94.91,0.2,0.96
2026-04-16 03:00:00,Quito,1.76,3.58,,43.44,,0.4,11.53,95.12,0.2,0.94
2026-04-16 04:00:00,Quito,7.84,9.42,,24.73,7.16,0.402,11.44,95.26,1.5,0.65
2026-04-16 05:00:00,Quito,6.87,18.7,40.28,15.36,10.46,0.477,11.44,95.2,0.9,0.7
2026-04-16 06:00:00,Quito,13.07,18.69,51.56,7.83,18.59,0.727,11.64,94.52,0.3,0.45
2026-04-16 07:00:00,Quito,21.77,21.19,51.49,10.23,12.59,1.233,11.89,93.74,0.1,1.06
2026-04-16 08:00:00,Quito,20.74,17.27,46.47,18.49,8.24,1.209,14.49,83.12,0.0,1.01
2026-04-16 09:00:00,Quito,32.31,36.46,44.13,21.75,10.99,0.959,14.19,80.93,0.0,1.54
2026-04-16 10:00:00,Quito,15.97,45.22,40.65,32.52,12.28,0.787,16.17,72.26,0.0,1.48
2026-04-16 11:00:00,Quito,19.0,15.59,33.91,54.5,4.89,0.916,17.4,65.29,0.0,2.2
2026-04-16 12:00:00,Quito,18.74,0.75,29.93,59.84,4.0,0.723,17.46,62.59,0.0,0.28
2026-04-16 13:00:00,Quito,24.34,32.48,41.87,43.71,3.92,0.967,17.15,66.97,0.0,1.81
2026-04-16 14:00:00,Quito,15.06,15.45,34.88,38.19,3.39,0.889,17.02,68.3,0.0,0.48
2026-04-16 15:00:00,Quito,17.7,14.31,31.23,36.55,2.94,0.806,16.36,69.56,0.0,1.46
2026-04-16 16:00:00,Quito,13.73,37.63,40.81,21.72,3.46,1.028,15.1,78.93,0.3,1.19
2026-04-16 17:00:00,Quito,18.64,35.85,42.16,17.92,3.36,1.186,13.38,89.97,6.1,1.32
2026-04-16 18:00:00,Quito,6.24,6.27,42.0,15.9,3.19,1.314,12.6,94.61,6.8,1.04
2026-04-16 19:00:00,Quito,10.49,17.42,45.69,11.23,3.2,1.323,12.53,94.85,0.7,0.67
2026-04-16 20:00:00,Quito,11.49,0.0,47.41,10.16,2.83,1.093,12.43,94.69,0.8,0.71
2026-04-16 21:00:00,Quito,11.08,6.59,39.24,19.64,2.98,0.895,11.92,94.22,1.3,1.85
2026-04-16 22:00:00,Quito,2.0,37.54,32.53,24.25,3.04,0.692,11.71,94.3,0.5,1.05
2026-04-16 23:00:00,Quito,8.74,21.49,43.18,12.11,5.95,0.628,11.65,95.01,0.9,1.37
2026-04-17 00:00:00,Quito,5.05,9.68,24.84,32.17,3.59,0.508,11.4,95.06,0.4,1.57
2026-04-17 01:00:00,Quito,2.79,10.06,18.92,40.5,3.45,0.429,11.16,94.94,0.4,0.96
2026-04-17 02:00:00,Quito,2.0,21.99,34.5,27.49,6.62,0.389,10.91,94.39,0.6,0.78
2026-04-17 03:00:00,Quito,3.62,2.96,55.55,7.91,15.35,0.385,10.93,92.83,0.0,0.58
2026-04-17 04:00:00,Quito,8.22,0.0,53.98,6.16,21.6,0.387,10.9,93.14,0.0,0.65
2026-04-17 05:00:00,Quito,10.96,3.29,53.66,5.89,23.32,0.499,11.08,93.26,0.0,0.14
2026-04-17 06:00:00,Quito,13.82,13.6,49.7,9.39,12.24,0.778,11.04,92.84,0.0,0.8
2026-04-17 07:00:00,Quito,23.49,20.17,53.38,8.91,15.68,1.154,11.43,92.01,0.0,1.01
2026-04-17 08:00:00,Quito,21.97,11.32,47.98,14.02,8.71,1.183,11.81,90.14,0.0,0.97
2026-04-17 09:00:00,Quito,15.96,25.1,41.37,22.35,7.0,1.015,13.34,82.96,0.0,0.65
2026-04-17 10:00:00,Quito,19.13,26.31,44.95,25.01,6.61,0.984,14.85,74.74,0.0,0.57
2026-04-17 11:00:00,Quito,28.36,36.11,54.15,30.39,5.18,1.254,15.61,70.06,0.0,1.37
2026-04-17 12:00:00,Quito,31.6,7.58,49.77,41.3,4.66,1.079,15.88,69.04,0.0,1.41
2026-04-17 13:00:00,Quito,26.67,20.85,39.09,51.59,4.03,0.87,16.37,68.45,0.0,1.98
2026-04-17 14:00:00,Quito,17.86,0.56,28.21,43.67,3.84,0.796,15.96,68.79,0.0,1.68
2026-04-17 15:00:00,Quito,9.01,11.14,28.26,37.28,3.6,0.772,16.11,66.53,0.0,1.33
2026-04-17 16:00:00,Quito,13.0,43.51,37.15,24.67,3.18,1.013,15.06,73.88,0.0,1.52
2026-04-17 17:00:00,Quito,11.17,10.77,37.28,21.21,2.99,1.075,14.15,77.95,0.0,1.07
2026-04-17 18:00:00,Quito,50.04,64.7,87.89,37.34,3.72,2.018,12.28,91.51,0.0,1.45
2026-04-17 19:00:00,Quito,30.49,5.9,37.42,16.33,2.72,0.933,11.69,94.29,0.0,1.34
2026-04-17 20:00:00,Quito,4.59,16.92,40.15,11.3,2.68,0.935,11.57,94.43,0.0,1.08
2026-04-17 21:00:00,Quito,5.73,14.58,42.55,8.94,3.29,1.015,11.79,93.55,0.0,1.03
2026-04-17 22:00:00,Quito,15.68,49.25,36.77,13.07,3.49,1.015,11.47,93.74,0.0,1.2
2026-04-17 23:00:00,Quito,6.87,5.17,26.76,22.28,3.06,0.612,11.44,94.03,0.0,0.42
2026-04-18 00:00:00,Quito,15.49,11.28,32.23,,4.82,,11.47,93.33,0.0,0.56
2026-04-18 01:00:00,Quito,15.88,7.13,33.83,,,,11.2,93.86,0.0,0.98
2026-04-18 02:00:00,Quito,9.8,40.5,,14.26,,,11.0,94.21,0.0,0.92
2026-04-18 03:00:00,Quito,11.83,6.4,,10.1,,0.474,10.87,90.77,0.0,0.35
2026-04-18 04:00:00,Quito,13.19,14.54,,20.38,4.16,0.471,11.09,91.85,0.0,0.61
2026-04-18 05:00:00,Quito,12.97,6.26,28.53,10.59,3.82,0.561,11.07,92.25,0.0,0.72
2026-04-18 06:00:00,Quito,14.26,10.72,28.52,12.97,3.82,0.661,11.09,91.55,0.0,0.61
2026-04-18 07:00:00,Quito,13.34,40.53,23.63,20.75,3.85,0.631,13.4,80.8,0.0,0.79
2026-04-18 08:00:00,Quito,4.6,4.34,23.08,30.53,3.67,0.734,16.66,61.05,0.0,0.72
2026-04-18 09:00:00,Quito,24.23,11.72,30.49,32.5,3.86,0.844,16.39,63.78,0.0,1.03
2026-04-18 10:00:00,Quito,27.2,53.79,34.96,31.6,3.86,0.887,15.62,68.67,0.0,0.96
2026-04-18 11:00:00,Quito,14.25,46.92,30.18,53.18,3.53,0.836,17.52,61.45,0.0,2.04
2026-04-18 12:00:00,Quito,20.79,2.74,18.6,55.28,3.34,0.663,17.99,57.8,0.0,3.2
2026-04-18 13:00:00,Quito,8.97,6.88,16.69,46.73,3.14,0.678,18.49,55.69,0.0,1.68
2026-04-18 14:00:00,Quito,12.27,16.28,18.63,46.2,3.27,0.719,19.24,53.39,0.0,1.06
2026-04-18 15:00:00,Quito,11.91,14.62,13.69,46.63,2.82,0.592,19.16,49.03,0.0,2.16
2026-04-18 16:00:00,Quito,18.24,31.31,13.86,37.81,2.85,0.627,18.14,57.25,0.0,2.38
2026-04-18 17:00:00,Quito,17.49,8.7,17.98,30.8,2.75,0.645,14.32,77.04,0.0,2.03
2026-04-18 18:00:00,Quito,8.45,16.72,19.5,25.83,2.39,0.607,12.72,86.42,0.0,1.14
2026-04-18 19:00:00,Quito,5.78,33.93,26.42,18.21,2.72,0.789,12.2,89.36,0.0,1.26
2026-04-18 20:00:00,Quito,24.96,19.96,27.08,16.34,2.75,0.745,12.15,89.48,0.0,1.05
2026-04-18 21:00:00,Quito,6.35,21.45,26.01,15.91,2.47,0.685,12.04,90.08,0.0,1.14
2026-04-18 22:00:00,Quito,5.71,3.78,23.59,18.15,2.53,0.647,11.71,91.05,0.0,1.42
2026-04-18 23:00:00,Quito,7.74,42.07,20.79,22.24,2.53,0.652,11.68,90.11,0.0,1.03
2026-04-19 00:00:00,Quito,5.07,42.78,20.51,21.01,2.42,0.534,11.52,90.61,0.0,0.61
2026-04-19 01:00:00,Quito,8.56,0.02,16.75,24.49,2.61,0.475,11.27,92.46,0.0,1.39
2026-04-19 02:00:00,Quito,1.24,22.76,19.29,20.16,2.85,0.516,11.36,91.78,0.0,0.63
2026-04-19 03:00:00,Quito,7.84,22.49,21.57,18.01,3.12,0.518,11.32,90.42,0.0,1.04
2026-04-19 04:00:00,Quito,5.79,4.13,12.85,27.49,2.46,0.418,10.79,92.04,0.0,0.62
2026-04-19 05:00:00,Quito,3.72,6.12,20.7,15.66,4.09,0.459,10.85,91.97,0.0,0.4
2026-04-19 06:00:00,Quito,10.06,27.28,31.56,7.21,13.98,0.504,11.25,90.83,0.0,0.16
2026-04-19 07:00:00,Quito,17.64,37.31,31.48,11.02,14.61,0.637,12.21,85.47,0.0,0.91
2026-04-19 08:00:00,Quito,16.42,20.26,21.84,20.42,8.25,0.66,14.07,77.49,0.0,0.7
2026-04-19 09:00:00,Quito,21.65,8.32,25.44,19.18,6.73,0.627,13.95,72.94,0.0,1.73
2026-04-19 10:00:00,Quito,14.66,0.3,21.33,31.25,4.85,0.724,15.99,63.07,0.0,1.91
2026-04-19 11:00:00,Quito,10.58,15.8,13.41,41.72,2.84,0.596,17.29,57.43,0.0,2.25
2026-04-19 12:00:00,Quito,12.15,17.58,9.83,40.59,2.9,0.543,17.36,58.05,0.0,2.63
2026-04-19 13:00:00,Quito,15.28,10.49,9.39,41.05,2.79,0.517,16.21,64.9,0.0,1.03
2026-04-19 14:00:00,Quito,6.47,17.55,17.27,39.33,2.71,0.67,15.89,69.19,4.4,1.47
2026-04-19 15:00:00,Quito,14.29,26.99,16.04,40.36,2.64,0.606,14.34,82.47,0.8,0.87
2026-04-19 16:00:00,Quito,1.32,5.05,23.57,31.95,6.54,0.637,14.81,77.95,0.0,1.42
2026-04-19 17:00:00,Quito,17.54,29.62,41.85,12.77,18.79,0.729,13.4,83.26,0.0,1.44
2026-04-19 18:00:00,Quito,13.22,26.64,21.35,20.5,4.04,0.664,12.05,90.96,1.8,1.46
2026-04-19 19:00:00,Quito,9.13,2.06,19.47,22.0,3.17,0.595,11.29,94.29,0.9,1.31
2026-04-19 20:00:00,Quito,2.7,19.12,18.39,23.62,2.87,0.62,10.89,95.39,0.1,1.41
2026-04-19 21:00:00,Quito,2.56,32.47,18.08,23.88,2.42,0.548,10.85,95.91,0.0,0.67
2026-04-19 22:00:00,Quito,3.3,31.79,15.35,27.01,2.68,0.492,10.77,95.81,0.0,0.93
2026-04-19 23:00:00,Quito,2.95,38.43,16.25,24.37,2.44,0.485,10.75,95.03,0.0,0.88
2026-04-20 00:00:00,Quito,9.96,36.39,16.38,,2.59,,11.01,93.37,0.0,0.14
2026-04-20 01:00:00,Quito,4.04,5.39,13.74,,,,10.89,92.31,0.1,0.75
2026-04-20 02:00:00,Quito,5.19,12.03,,21.17,,,10.65,93.13,0.3,0.84
2026-04-20 03:00:00,Quito,7.64,0.6,,29.27,,0.398,10.5,93.99,0.0,0.6
2026-04-20 04:00:00,Quito,5.51,4.41,,25.06,2.84,0.412,10.41,94.06,0.0,0.69
2026-04-20 05:00:00,Quito,6.55,0.84,24.23,10.13,4.86,0.451,10.54,94.18,0.0,0.3
2026-04-20 06:00:00,Quito,14.27,27.59,26.23,6.2,4.54,0.889,10.52,93.66,0.0,0.37
2026-04-20 07:00:00,Quito,20.1,72.17,29.86,8.17,5.91,1.209,11.39,91.13,0.0,0.1
2026-04-20 08:00:00,Quito,28.32,35.41,42.71,11.0,12.24,1.648,13.16,79.35,0.0,0.78
2026-04-20 09:00:00,Quito,24.6,30.88,34.75,20.98,7.53,1.116,14.54,67.61,0.0,1.14
2026-04-20 10:00:00,Quito,19.12,37.03,33.33,21.39,5.87,0.884,14.58,66.76,0.0,1.0
2026-04-20 11:00:00,Quito,8.02,32.76,25.7,32.88,8.08,0.636,16.62,54.87,0.0,0.34
2026-04-20 12:00:00,Quito,14.29,1.11,30.39,32.41,6.52,0.691,16.69,53.73,0.0,0.91
2026-04-20 13:00:00,Quito,11.72,12.36,32.12,36.04,5.55,0.819,16.77,52.99,0.0,0.98
2026-04-20 14:00:00,Quito,16.42,33.84,34.52,42.66,4.36,0.71,17.23,54.11,0.0,0.97
2026-04-20 15:00:00,Quito,16.72,9.64,35.9,38.95,4.78,0.753,16.6,57.82,0.0,0.57
2026-04-20 16:00:00,Quito,17.58,14.21,42.34,34.02,3.82,0.928,16.3,61.64,0.0,0.95
2026-04-20 17:00:00,Quito,22.04,28.48,42.8,18.59,3.57,1.143,14.65,69.41,0.0,1.36
2026-04-20 18:00:00,Quito,12.62,27.44,40.25,9.82,3.04,1.211,13.27,77.12,0.0,1.07
2026-04-20 19:00:00,Quito,12.2,25.94,36.88,7.14,3.65,1.196,12.68,84.81,0.0,1.06
2026-04-20 20:00:00,Quito,10.47,47.96,31.03,7.0,3.68,1.139,11.78,90.98,0.0,0.68
2026-04-20 21:00:00,Quito,7.42,41.66,24.62,10.69,3.44,0.682,11.76,91.95,0.0,1.02
2026-04-20 22:00:00,Quito,10.13,12.33,24.25,6.68,3.62,0.779,11.33,90.91,0.0,0.2
2026-04-20 23:00:00,Quito,5.46,62.56,19.46,9.38,3.34,0.657,11.13,88.35,0.0,0.28
2026-04-21 00:00:00,Quito,17.87,25.13,24.77,7.63,3.92,0.513,11.08,92.78,0.0,0.92
2026-04-21 01:00:00,Quito,6.89,4.04,17.41,5.93,3.32,0.488,10.83,87.58,0.0,0.58
2026-04-21 02:00:00,Quito,10.33,7.67,19.67,4.87,2.99,0.505,10.92,87.3,0.0,0.42
2026-04-21 03:00:00,Quito,10.52,57.29,20.07,5.19,4.32,0.498,10.81,89.13,0.0,0.25
2026-04-21 04:00:00,Quito,11.08,29.21,14.61,4.5,3.58,0.523,10.26,87.85,0.0,0.74
2026-04-21 05:00:00,Quito,11.02,8.28,15.21,4.36,3.36,0.569,9.68,86.91,0.0,0.59
2026-04-21 06:00:00,Quito,10.98,21.42,18.92,5.38,4.08,0.978,9.62,87.66,0.0,0.69
2026-04-21 07:00:00,Quito,17.49,37.2,28.03,8.42,8.63,1.211,11.93,81.74,0.0,0.42
2026-04-21 08:00:00,Quito,28.72,21.77,34.57,16.51,7.53,1.203,15.26,67.46,0.0,0.91
2026-04-21 09:00:00,Quito,31.37,27.82,35.12,21.18,10.22,0.908,15.81,61.81,0.0,1.06
2026-04-21 10:00:00,Quito,29.46,38.43,37.25,20.44,9.91,0.826,15.74,61.9,0.0,0.94
2026-04-21 11:00:00,Quito,11.99,53.19,35.93,29.51,6.96,0.754,16.96,57.34,0.0,1.27
2026-04-21 12:00:00,Quito,24.32,33.13,35.24,35.38,6.08,0.835,17.2,57.59,0.0,1.45
2026-04-21 13:00:00,Quito,33.44,3.78,32.89,34.99,3.83,0.865,15.07,72.67,1.1,2.05
2026-04-21 14:00:00,Quito,9.67,12.69,28.52,26.39,3.15,0.859,14.39,76.41,1.2,1.32
